"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C02"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
0001308	1281	5		2	2	11	1	1	1	0	2	03	2	1	1		0	1	1600	2		2		1	450	2		1	450	1	120	2		1	450	2							1	250	2		1	150	2		2		2		2		3470	3070	3070		400	2	2	2	2	2	2	2												4788.91146
0001309	1281	5		2	1	5	1	1	1	0	1	02	2	1	1		0	1	1600	2		2		1	450	2		2		2		2		1	450	1	1000						1	250	2		1	250	2		2		2		2		4000	3500	3500		500	2	2	2	2	2	2	2												4788.91146
0001310	1281	5		2	1	44	3	0	0	0	0	00																																																																				4788.91146
0001311	1282	5		3	1	43	2	0	0	0	0	00																																																																				19303.959641
0001312	1282	5		3	2	40	2	0	0	0	0	00																																																																				19303.959641
0001313	1282	5		3	1	19	1	1	1	0	3	06	1	1	1		0	2		2		2				2		2		2		2		2		2							2		1	10	2		1	20	2		1	82	2		112				112	2							2	2	2	2	2	2	2					19303.959641
0001314	1282	5		3	2	17	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		2		1							1	120	1	10	2		1	20	2		2		1	15	165				165	2	2	2	2	2	2	2												19303.959641
0001315	1282	5		3	2	15	2	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		2		2							1	0	1	10	2		1	20	2		2		2		30				30	1	2	2	2	1	2	2												19303.959641
0002284	1283	5		1	1	57	1	0	0	0	0	00																																																																				2343.79145
0002285	1283	5		1	2	55	1	0	0	0	0	00																																																																				2343.79145
0002286	1283	5		1	1	24	1	1	1	0	4	08	3	2	2		8000	2				2												2		2							2		1	20			2		2		2		2		8020	8000	8000		20	2														2	2	2	2	2343.79145
0001316	1284	5		1	1	50	1	0	0	0	0	00																																																																				2438.101341
0001317	1284	5		1	2	49	1	0	0	0	0	00																																																																				2438.101341
0001318	1284	5		1	1	14	1	1	1	0	3	04	3	1	2		10424	1	2000	1	2000	2				2		1	1600	1	2418	2		2		2							1	480	2		1	400	1	20	2		2		2		19342	18442	18442		900	2	2	2	2	2	2	2												2438.101341
0000020	1285	5		2	1	60	1	1	0	1	5	11																												572			2		2				2		2		2		1	1200	1772	572		572	1200																			3423.51885
0000021	1285	5		2	2	55	1	0	0	0	0	00																																																																				3423.51885
0000022	1285	5		2	1	27	1	1	0	1	5	11																													220		2		1	60			2		2		2		2		280	220		220	60																			3423.51885
0001319	1286	5		3	2	42	1	1	0	1	5	11																														0	2		2				2		2		2		2																									3737.314291
0001320	1286	5		3	1	50	1	0	0	0	0	00																																																																				3737.314291
0001321	1286	5		3	1	8	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	40	2		2		1	450						1	0	2		1	120	1	150	1	75	1	240	2		1075	490	490		585	2	2	2	2	2	2	2												3737.314291
0001322	1286	5		3	2	7	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		2		2		2		2							2		2		2		1	70	2		1	240	2		310				310	1	2	2	2	1	2	2												3737.314291
0003252	1287	5		1	2	46	1	0	0	0	0	00																																																																				1584.339719
0003253	1287	5		1	1	49	1	0	0	0	0	00																																																																				1584.339719
0003254	1287	5		1	1	9	1	1	1	0	2	03	2	1	1		0	1	1470	2		2		2		2		1	810	1	120	1	6	1	1440	2							1	230	2		1	280	1	40	2		2		2		4396	3846	3846		550	2	2	2	2	2	2	2												1584.339719
0002287	1288	5		1	2	59	1	0	0	0	0	00																																																																				11245.177283
0002288	1288	5		1	2	26	1	1	1	0	4	08	3	2	1		4500	2				2												2		2							2		2				2		2		2		2		4500	4500	4500			1														1	2	2	2	11245.177283
0002289	1288	5		1	1	28	1	0	0	0	0	00																																																																				11245.177283
0000360	1289	5		2	2	42	1	0	0	0	0	00																																																																				2969.167462
0000361	1289	5		2	1	11	1	1	1	0	2	03	2	1	1		0	1	1470	2		2		2		2		1	640	1	50	2		1	140	2							1	147	2		1	300	1	20	2		2		2		2767	2300	2300		467	2	2	2	2	2	2	2												2969.167462
0000362	1289	5		2	2	9	1	1	1	0	2	03	2	1	1		0	1	1470	2		2		2		2		2		1	50	2		1	140	2							1	141	2		1	250	1	30	2		2		2		2081	1660	1660		421	2	2	2	2	2	2	2												2969.167462
0003255	1290	5		1	2	48	1	0	0	0	0	00																																																																				2787.863017
0003256	1290	5		1	2	21	1	1	1	0	4	09	3	1	1		4600	2				2												1	790	2							1	300	1	20			1	60	2		2		2		5770	5390	5390		380	2														2	2	2	2	2787.863017
0001325	1291	5		3	2	40	1	0	0	0	0	00																																																																				4118.795374
0001326	1291	5		3	1	16	1	1	1	0	3	06	1	1	1		0	2		2		2				2		2		2		2		2		2							1	0	2		2		2		2		2		2						0	2							2	2	2	2	2	2	2					4118.795374
0001327	1291	5		3	1	9	1	1	1	0	2	03	1	1	1		0	1	0	2		2		2		2		2		2		2		2		2							1	0	2		2		2		2		2		2						0	1	2	1	2	2	2	2												4118.795374
0001328	1291	5		3	2	3	1	1	1	0	1	01	1	1	1		0	1	0	2		2		2		2		2		2		2		2		2							2		2		2		2		2		2		2							1	2	1	2	2	2	2												4118.795374
0001329	1292	4		2	1	50	1	0	0	0	0	00																																																																				1278.852471
0001330	1292	4		2	2	51	1	0	0	0	0	00																																																																				1278.852471
0001331	1292	4		2	1	15	1	1	1	1	3	04	3	1	1		4800	2		2		2				2		2		2		2		2		2				1430			1	400	2		1	300	2		2		2		2		6930	6230	4800	1430	700	2	2	2	2	2	2	2												1278.852471
0001332	1292	4		2	1	9	1	1	1	1	2	03	3	1	1		4190	1	1600	2		2		1	830	2		2		2		2		1	350	1	600			180			1	400	2		1	450	1	200	2		2		2		8800	7750	7570	180	1050	2	2	2	2	2	2	2												1278.852471
0002292	1293	4		2	1	59	2	0	0	0	0	00																																																																				3255.453381
0002293	1293	4		2	2	58	1	1	1	0	3	07	1	1	1		260																					260					1	50	2				2		2		2		2		310	260	260		50	2							2	2	2	2	2	2	2					3255.453381
0002294	1293	4		2	2	23	1	1	1	0	4	08	1	1	2		1598	2				2												2		2							2		1	200			1	50	2		2		2		1848	1598	1598		250	2														2	2	2	2	3255.453381
0002295	1294	4		2	2	56	1	0	0	0	0	00																																																																				1871.587703
0002296	1294	4		2	1	53	1	0	0	0	0	00																																																																				1871.587703
0002297	1294	4		2	1	21	1	1	1	0	4	09	1	1	1		400	2				2												2		2							1	120	2				1	50	2		1	800	2		1370	400	400		970	2														2	2	2	2	1871.587703
0002298	1294	4		2	1	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	50	2		2		2							1	30	1	20	2		1	50	1	100	2		2		250	50	50		200	2							2	2	2	2	2	2	2					1871.587703
0002299	1295	5		1	2	63	1	0	0	0	0	00																																																																				1683.875231
0002300	1295	5		1	1	64	1	0	0	0	0	00																																																																				1683.875231
0002301	1295	5		1	2	26	1	1	0	1	5	11																													780		2		2				2		2		2		2		780	780		780																				1683.875231
0000363	1296	5		1	1	59	1	0	0	0	0	00																																																																				5915.748938
0000364	1296	5		1	1	29	1	0	0	0	0	00																																																																				5915.748938
0000365	1296	5		1	1	27	1	1	0	1	5	11																											900				2		2				1	200	2		2		2		1100	900		900	200																			5915.748938
0000368	1297	5		1	2	60	1	1	0	1	5	11																											450				2		2				2		2		2		2		450	450		450																				3048.042399
0000369	1297	5		1	1	25	1	0	0	0	0	00																																																																				3048.042399
0000370	1297	5		1	1	58	1	0	0	0	0	00																																																																				3048.042399
0001334	1298	5		1	2	57	1	0	0	0	0	00																																																																				2766.294356
0001335	1298	5		1	1	60	1	0	0	0	0	00																																																																				2766.294356
0001336	1298	5		1	2	22	1	1	1	0	3	06	2	1	1		0	2		2		2				2		2		2		2		1	123	2							2		1	15	1	30	1	15	2		1	20	2		203	123	123		80	2							2	2	2	2	2	2	2					2766.294356
0003259	1299	5		1	2	48	1	0	0	0	0	00																																																																				1745.655517
0003260	1299	5		1	2	9	1	1	1	1	2	03	1	1	1		0	1	900	2		2		2		2		1	480	1	35	1	25	2		2			990	280			1	90	2		2		1	60	2		2		2		2860	2710	1440	1270	150	2	2	2	2	2	2	2												1745.655517
0001337	1300	5		2	2	51	1	0	0	0	0	00																																																																				3178.950976
0001338	1300	5		2	2	19	1	1	1	0	4	08	1	1	1		3000	2				2												2		1	1350						1	600	1	20			1	100	2		2		2		5070	4350	4350		720	2														2	2	2	2	3178.950976
0001339	1300	5		2	2	17	1	1	1	0	3	05	3	1	1		7600	1	540	2		2				2		2		1	100	1	50	2		1	1800						1	400	2		2		1	100	2		2		1	50	10640	10090	10090		550	2							2	2	2	2	2	2	2					3178.950976
0001340	1300	5		2	1	51	1	0	0	0	0	00																																																																				3178.950976
0000371	1301	5		2	1	48	1	0	0	0	0	00																																																																				2264.962241
0000372	1301	5		2	2	45	1	0	0	0	0	00																																																																				2264.962241
0000373	1301	5		2	2	14	1	1	1	1	3	04	1	1	1		0	2		2		2				2		1	135	2		2		2		2			360				2		2		1	50	1	60	2		2		1	20	625	495	135	360	130	1	2	2	2	1	2	2												2264.962241
0000374	1301	5		2	1	12	1	1	1	0	2	03	1	1	1		0	1	880	2		2		2		2		1	297	2		2		2		2							1	0	2		1	100	1	40	2		2		1	10	1327	1177	1177		150	1	2	2	2	1	2	2												2264.962241
0003261	1302	5		3	1	48	1	0	0	0	0	00																																																																				4373.033329
0003262	1302	5		3	2	50	2	0	0	0	0	00																																																																				4373.033329
0003263	1302	5		3	1	12	1	1	1	1	3	04	1	1	5	3	0	2		2		2				2		1	1503	2		2		2		2			900				2		2		1	300	2		2		2		2		2703	2403	1503	900	300	2	2	2	2	2	2	2												4373.033329
0003264	1302	5		3	1	10	1	1	1	0	2	03	1	1	5	3	0	2		2		2		1	700	2		1	1575	2		2		2		2							2		2		1	300	1	150	2		2		2		2725	2275	2275		450	2	2	2	2	2	2	2												4373.033329
0003265	1302	5		3	1	8	1	1	1	0	2	03	1	1	5	3	0	2		2		2		1	700	2		1	1575	2		2		2		2							2		2		1	300	2		2		2		2		2575	2275	2275		300	2	2	2	2	2	2	2												4373.033329
0004179	1303	5		1	2	21	1	1	1	0	4	08	1	1	1		1600	2				2												2		1	450						1	300	1	100			1	200	2		2		2		2650	2050	2050		600	2														2	2	2	2	3308.432287
0004180	1303	5		1	2	59	1	0	0	0	0	00																																																																				3308.432287
0003266	1304	5		1	2	45	1	0	0	0	0	00																																																																				1270.179518
0003267	1304	5		1	1	9	1	1	1	0	2	03	2	1	1		0	1	1270	2		2		1	400	2		1	360	1	100	1	35	1	887	2							1	103	1	23	1	170	1	100	2		2		2		3448	3052	3052		396	1	2	2	2	1	2	2												1270.179518
0003268	1305	5		1	2	60	1	1	0	1	5	11																													780		2		1	200			1	2	2		2		2		982	780		780	202																			948.96477
0003269	1305	5		1	1	59	1	0	0	0	0	00																																																																				948.96477
0001341	1306	4		3	2	47	1	0	0	0	0	00																																																																				2786.907673
0001342	1306	4		3	1	47	1	0	0	0	0	00																																																																				2786.907673
0001343	1306	4		3	2	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		2		2		2		1	1000						1	350	1	30	2		1	40	1	200	1	500	2		2120	1000	1000		1120	2							2	2	2	2	2	2	2					2786.907673
0001344	1306	4		3	2	14	1	1	1	1	3	04	3	1	1		4800	2		2		2				2		2		2		2		2		2				270			1	560	1	30	1	250	1	300	2		1	570	2		6780	5070	4800	270	1710	2	2	2	2	2	2	2												2786.907673
0001345	1306	4		3	2	73	1	1	1	0	4	08	1	1	2		800	2				2												2		2							1	50	1	30			1	40	2		2		2		920	800	800		120	2														2	2	2	2	2786.907673
0002305	1307	4		1	2	60	1	0	0	0	0	00																																																																				1939.423565
0002306	1307	4		1	1	25	1	1	1	0	4	08	1	1	2		7500	2				2												2		2							1	650	2				1	100	2		2		2		8250	7500	7500		750	2														2	2	2	2	1939.423565
0002307	1307	4		1	1	63	1	0	0	0	0	00																																																																				1939.423565
0002308	1308	4		1	1	58	1	0	0	0	0	00																																																																				2444.996931
0002309	1308	4		1	1	22	1	1	1	0	4	08	1	1	2		1900	2				2												2		2							1	400	1	250			1	150	2		2		2		2700	1900	1900		800	2														2	2	2	2	2444.996931
0002310	1308	4		1	2	54	1	0	0	0	0	00																																																																				2444.996931
0003270	1309	4		1	2	57	3	0	0	0	0	00																																																																				1443.2584
0003271	1309	4		1	1	61	3	0	0	0	0	00																																																																				1443.2584
0003272	1309	4		1	1	21	1	1	1	1	4	08	3	1	2		7195	2				2												2		2			660		189	50	2		2				2		2		2		2		8094	8094	7195	899		2														2	2	2	2	1443.2584
0001347	1310	4		1	1	52	1	0	0	0	0	00																																																																				2086.642419
0001348	1310	4		1	2	47	1	0	0	0	0	00																																																																				2086.642419
0001349	1310	4		1	1	18	1	1	1	0	3	06	3	1	2		1537	2		2		2				2		2		1	96	2		2		2							1	166	1	100	1	390	2		2		2		2		2289	1633	1633		656	2							2	2	2	2	2	2	2					2086.642419
0001350	1311	3		3	2	41	3	0	0	0	0	00																																																																				5459.464987
0001351	1311	3		3	1	42	2	0	0	0	0	00																																																																				5459.464987
0001352	1311	3		3	1	21	1	1	1	0	3	06	3	2	2		3000	2		2		2				2		2		2		2		2		2							2		2		1	40	1	37	2		2		2		3077	3000	3000		77	2							2	2	2	2	2	2	2					5459.464987
0001353	1311	3		3	1	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	30	2		2		2							1	0	1	5	1	100	1	20	2		2		2		155	30	30		125	2	2	2	2	2	2	2												5459.464987
0001354	1311	3		3	1	9	1	1	1	0	2	03	1	1	1		0	1	560	2		2		2		2		2		1	10	2		2		2							1	0	2		1	100	1	20	2		2		2		690	570	570		120	1	2	1	2	1	1	2												5459.464987
0000375	1312	3		1	1	75	1	0	0	0	0	00																																																																				4371.605834
0000376	1312	3		1	2	71	1	0	0	0	0	00																																																																				4371.605834
0000377	1312	3		1	1	40	1	0	0	0	0	00																																																																				4371.605834
0000378	1312	3		1	1	38	1	0	0	0	0	00																																																																				4371.605834
0000379	1312	3		1	1	6	1	1	1	0	1	02	1	1	1		0	1	930	2		2		2		2		1	464	1	70	1	25	2		2							2		2		1	35	1	45	2		2		2		1569	1489	1489		80	2	2	2	2	2	2	2												4371.605834
0004181	1313	3		1	2	60	1	0	0	0	0	00																																																																				1265.516819
0004182	1313	3		1	1	61	1	0	0	0	0	00																																																																				1265.516819
0004183	1313	3		1	1	22	1	1	1	1	4	08	1	1	2		500	2				2												2		2			900				2		2				2		2		2		2		1400	1400	500	900		2														2	2	2	2	1265.516819
0003278	1314	3		2	2	53	1	0	0	0	0	00																																																																				1848.183683
0003279	1314	3		2	1	55	1	0	0	0	0	00																																																																				1848.183683
0003280	1314	3		2	1	20	1	1	1	0	4	08	3	1	2		7000	2				2												2		2							2		2				1	100	2		1	800	2		7900	7000	7000		900	1														1	2	2	2	1848.183683
0003281	1314	3		2	2	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	30	1	35	2		2							1	170	2		1	70	1	30	2		2		2		335	65	65		270	2							2	2	2	2	2	2	2					1848.183683
0001355	1315	2		1	1	59	1	0	0	0	0	00																																																																				978.904454
0001356	1315	2		1	2	60	1	1	0	1	5	11																											945				2		2				2		2		2		2		945	945		945																				978.904454
0006253	1316	2		4	1	44	1	0	0	0	0	00																																																																				4658.274921
0006254	1316	2		4	2	45	1	1	0	1	5	11																											800				1	20	2				1	5	2		2		2		825	800		800	25																			4658.274921
0006255	1316	2		4	2	8	1	1	1	1	2	03	1	1	1		0	1	928	2		2		2		2		1	584	1	21	1	5	2		2			750	910			1	45	1	50	1	100	1	15	2		1	75	2		3483	3198	1538	1660	285	1	2	2	2	1	2	2												4658.274921
0006256	1316	2		4	2	6	1	1	1	1	1	02	1	1	1		0	1	928	2		2		2		2		1	160	1	40	1	5	2		2			750	350			1	50	1	65	1	60	1	15	2		1	75	2		2498	2233	1133	1100	265	2	2	2	2	2	2	2												4658.274921
0006257	1316	2		4	2	4	1	1	1	1	1	02	1	1	1		0	1	1160	2		2		2		2		2		1	20	1	5	2		2			750	350			1	50	1	65	2		2		2		1	75	2		2475	2285	1185	1100	190	2	2	2	2	2	2	2												4658.274921
0000381	1317	4		1	1	46	1	0	0	0	0	00																																																																				1435.732988
0000382	1317	4		1	2	5	1	1	1	1	1	02	1	1	1		0	1	980	2		2		2		2		2		2		1	20	2		2				4250			2		2		2		1	80	2		2		2		5330	5250	1000	4250	80	2	2	2	2	2	2	2												1435.732988
0000383	1317	4		1	2	47	3	0	0	0	0	00																																																																				1435.732988
0000384	1318	4		3	1	51	1	1	1	0	3	07	1	1	2		300																					300					1	100	2				1	25	2		2		2		425	300	300		125	1							1	2	2	2	2	2	2					2155.676978
0000385	1318	4		3	2	52	1	0	0	0	0	00																																																																				2155.676978
0000386	1318	4		3	1	20	1	1	1	0	4	09	1	1	2		700	2				2												2		2		300					1	35	2				1	30	2		2		2		765	700	700		65	2														2	2	2	2	2155.676978
0000387	1318	4		3	1	13	1	1	1	0	3	04	2	1	1		0	2		2		2				2		1	360	1	42	2		1	800	2							1	100	2		1	50	1	120	2		2		2		1472	1202	1202		270	2	2	2	2	2	2	2												2155.676978
0001357	1319	4		1	2	56	1	0	0	0	0	00																																																																				2222.852353
0001358	1319	4		1	2	20	2	1	1	0	4	08	3	1	1		11000	2				2												2		2							1	4200	1	400			1	300	2		1	420	1	250	16570	11000	11000		5570	2														2	2	2	2	2222.852353
0000388	1320	4		1	1	45	1	0	0	0	0	00																																																																				1219.714336
0000389	1320	4		1	2	46	1	0	0	0	0	00																																																																				1219.714336
0000390	1320	4		1	1	9	1	1	1	1	2	03	3	1	1		4301	1	1770	2		2		2		2		1	630	1	315	2		2		2				630			1	304	2		1	182	1	25	1	323	1	61	1	25	8566	7646	7016	630	920	2	2	2	2	2	2	2												1219.714336
0002311	1321	4		2	1	48	1	0	0	0	0	00																																																																				1655.248435
0002312	1321	4		2	2	48	1	0	0	0	0	00																																																																				1655.248435
0002313	1321	4		2	1	16	1	1	1	0	3	05	1	1	1		0	2		2		2				2		1	600	1	100	2		2		2							1	400	2		2		1	50	2		2		2		1150	700	700		450	2							2	2	2	2	2	2	2					1655.248435
0002314	1321	4		2	2	14	1	1	1	0	3	04	1	1	1		0	2		2		2				2		1	600	2		2		2		2							1	400	2		2		1	50	2		2		2		1050	600	600		450	2	2	2	2	2	2	2												1655.248435
0002315	1322	1		2	1	53	1	0	0	0	0	00																																																																				2170.162528
0002316	1322	1		2	2	17	1	1	1	0	3	05	1	1	2		0	2		1	0	2				2		2		1	50	2		2		2							1	250	1	100	1	200	1	50	2		1	300	2		950	50	50		900	2							2	2	2	2	2	2	2					2170.162528
0002317	1322	1		2	2	15	1	1	1	1	3	04	1	1	1		0	2		1	0	2				2		2		1	30	1	50	2		1	450		400	300			1	25	2		1	75	1	35	2		2		2		1365	1230	530	700	135	2	2	2	2	2	2	2												2170.162528
0003287	1323	3		1	1	45	1	0	0	0	0	00																																																																				1532.396534
0003288	1323	3		1	2	47	1	0	0	0	0	00																																																																				1532.396534
0003289	1323	3		1	2	12	1	1	1	1	2	03	1	1	1		0	1	990	2		2		1	200	2		2		1	705	2		2		2			1160				1	94	1	20	1	60	1	40	2		2		2		3269	3055	1895	1160	214	2	2	2	2	2	2	2												1532.396534
0001359	1324	2		3	1	55	1	0	0	0	0	00																																																																				3658.641918
0001360	1324	2		3	2	51	1	0	0	0	0	00																																																																				3658.641918
0001361	1324	2		3	1	20	1	1	1	0	4	08	3	1	2		7680	2				2												2		2							2		2				2		2		2		2		7680	7680	7680			2														2	2	2	2	3658.641918
0001362	1324	2		3	2	18	1	1	1	0	3	05	3	1	2		3340	2		2		2				2		2		2		1	10	2		2							1	327	2		2		2		2		2		2		3677	3350	3350		327	1							1	2	2	2	2	2	2					3658.641918
0001363	1324	2		3	1	14	1	1	1	0	3	04	2	1	2		0	2		2		2				2		2		1	300	1	10	2		2							1	54	2		1	150	1	50	2		2		2		564	310	310		254	2	2	2	2	2	2	2												3658.641918
0001364	1325	2		1	2	42	1	0	0	0	0	00																																																																				2351.43961
0001365	1325	2		1	2	15	1	1	1	1	3	04	2	1	1		0	2		2		2				2		2		1	100	1	100	2		2			450				1	300	1	100	1	300	1	70	2		1	300	1	50	1770	650	200	450	1120	2	2	2	2	2	2	2												2351.43961
0001366	1325	2		1	1	3	1	0	0	0	0	00																																																																				2351.43961
0001367	1325	2		1	1	45	1	0	0	0	0	00																																																																				2351.43961
0003290	1326	2		3	2	58	1	0	0	0	0	00																																																																				7196.551185
0003291	1326	2		3	2	21	1	1	1	0	4	09	3	1	2		4010	2				2												2		2							1	70	1	70			1	30	2		2		2		4180	4010	4010		170	1														1	2	2	2	7196.551185
0003292	1326	2		3	2	31	1	1	0	1	5	11																													987		1	395	1	24			1	38	2		2		2		1444	987		987	457																			7196.551185
0003293	1326	2		3	2	29	1	1	0	1	5	11																													3992		1	95	1				1	61	2		2		2		4153	3992		3992	161																			7196.551185
0001368	1327	2		2	1	53	1	0	0	0	0	00																																																																				2348.856837
0001369	1327	2		2	2	52	1	0	0	0	0	00																																																																				2348.856837
0001370	1327	2		2	1	22	1	1	1	1	4	09	3	1	2		3358	2				2												2		2					1500		2		2				2		2		2		2		4858	4858	3358	1500		2														2	2	2	2	2348.856837
0001371	1327	2		2	1	17	1	1	1	0	3	06	2	1	2		280	2		2		2				2		2		2		2		1	1435	2		280					1	390	1	16	1	400	1	145	2		2		2		2666	1715	1715		951	1							2	2	2	2	2	2	1					2348.856837
0000391	1328	4		1	1	52	1	0	0	0	0	00																																																																				2678.088422
0000392	1328	4		1	2	57	1	0	0	0	0	00																																																																				2678.088422
0000393	1328	4		1	1	23	1	1	1	0	4	09	1	1	1		250	2				2												2		2							2		2				2		2		2		2		250	250	250			2														2	2	2	2	2678.088422
0000394	1328	4		1	1	21	1	0	0	0	0	00																																																																				2678.088422
0002326	1329	4		1	1	52	1	0	0	0	0	00																																																																				2446.480599
0002327	1329	4		1	2	56	1	0	0	0	0	00																																																																				2446.480599
0002328	1329	4		1	1	23	1	1	1	0	4	09	1	1	1		250	2				2												2		2							2		2				2		2		2		2		250	250	250			2														2	2	2	2	2446.480599
0002329	1329	4		1	1	21	1	0	0	0	0	00																																																																				2446.480599
0001375	1330	4		1	1	53	1	0	0	0	0	00																																																																				2765.219986
0001376	1330	4		1	2	54	1	0	0	0	0	00																																																																				2765.219986
0001377	1330	4		1	2	24	1	0	0	0	0	00																																																																				2765.219986
0001378	1330	4		1	2	17	1	1	1	0	3	05	1	1	1		270	2		2		2				2		2		1	70	2		1	170	2		270					1	150	1	20	2		1	50	2		2		2		730	510	510		220	1							1	2	2	2	2	2	2					2765.219986
0002330	1331	4		1	1	55	1	0	0	0	0	00																																																																				1477.589372
0002331	1331	4		1	2	59	1	0	0	0	0	00																																																																				1477.589372
0002332	1331	4		1	1	14	1	1	1	1	3	04	2	1	1		0	1	1300	1	1200	2				2		1	1000	2		2		1	850	2			380	380			1	400	2		1	500	2		2		1	1100	2		7110	5110	4350	760	2000	2	2	2	2	2	2	2												1477.589372
0000401	1332	4		1	2	52	1	0	0	0	0	00																																																																				1248.969339
0000402	1332	4		1	1	55	1	0	0	0	0	00																																																																				1248.969339
0000403	1332	4		1	2	14	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	50	2		2		1	450						2		2		1	80	1	100	2		2		2		680	500	500		180	2	2	2	2	2	2	2												1248.969339
0000404	1333	2		4	1	52	1	0	0	0	0	00																																																																				2586.14801
0000405	1333	2		4	2	49	1	1	0	1	5	11																															1	516	2				2		2		1	100	2		616				616																			2586.14801
0000406	1333	2		4	1	20	1	1	1	0	4	09	1	1	2		0	2				2												2		2							1	80	1	20			2		2		1	100	2		200				200	1														1	2	2	2	2586.14801
0000407	1333	2		4	2	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	60	1	15	2		2							1	30	1	20	1	35	1	50	2		1	100	1	25	335	75	75		260	2	2	2	2	2	2	2												2586.14801
0000408	1333	2		4	1	9	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		2		1	55	1	15	2		2			320				1	30	2		1	35	1	50	2		2		1	15	520	390	70	320	130	2	2	2	2	2	2	2												2586.14801
0003294	1334	5		2	2	48	1	0	0	0	0	00																																																																				1713.017466
0003295	1334	5		2	1	49	1	0	0	0	0	00																																																																				1713.017466
0003296	1334	5		2	1	8	1	1	1	0	2	03	2	1	1		0	2		2		2		2		2		2		1	300	2		1	641	2							1	345	2		1	476	2		2		2		2		1762	941	941		821	2	2	2	2	2	2	2												1713.017466
0003297	1334	5		2	2	8	1	1	1	0	2	03	2	1	1		0	2		2		2		2		1	1368	1	324	1	300	2		1	641	2							1	345	2		1	476	2		2		2		2		3454	2633	2633		821	2	2	2	2	2	2	2												1713.017466
0001383	1335	5		2	1	56	1	0	0	0	0	00																																																																				8259.823649
0001384	1335	5		2	2	55	1	0	0	0	0	00																																																																				8259.823649
0001385	1335	5		2	1	25	1	0	0	0	0	00																																																																				8259.823649
0001386	1335	5		2	1	22	1	1	1	0	4	08	1	1	1		843	1	640			2												2		1	480						2		2				2		2		1	690	2		2653	1963	1963		690	2														2	2	2	2	8259.823649
0001387	1335	5		2	1	19	1	1	1	0	4	08	1	1	1		600	1	640			2												2		2							2		2				2		2		2		2		1240	1240	1240			1														2	1	2	2	8259.823649
0001389	1336	5		2	1	45	1	0	0	0	0	00																																																																				1600.895274
0004184	1336	5		2	2	9	1	1	1	1	2	03	2	1	1		0	1	1600	2		2		1	500	2		1	200	1	210	1	35	1	700	2			1575				1	345	1	30	1	110	1	50	2		2		1	20	5375	4820	3245	1575	555	2	2	2	2	2	2	2												1600.895274
0004185	1336	5		2	1	6	1	1	1	0	2	03	2	1	1		0	1	1600	2		2		1	500	2		1	550	1	110	1	35	1	1570	2							1	180	1	30	1	110	1	60	2		2		2		4745	4365	4365		380	2	2	2	2	2	2	2												1600.895274
0001390	1337	5		1	1	44	1	0	0	0	0	00																																																																				5320.478938
0001391	1337	5		1	2	41	1	0	0	0	0	00																																																																				5320.478938
0001392	1337	5		1	1	4	1	1	1	0	1	02	2	1	1		0	1	1224	2		2		1	270	2		1	333	1	42	1	30	1	1212	2							1	112	1	10	1	46	2		2		2		2		3279	3111	3111		168	2	2	2	2	2	2	2												5320.478938
0001395	1338	5		2	1	52	1	0	0	0	0	00																																																																				3886.121532
0001396	1338	5		2	2	52	1	0	0	0	0	00																																																																				3886.121532
0001397	1338	5		2	1	22	1	1	1	0	4	08	1	1	1		2026	2				2												2		2							2		2				1	20	2		1	882	2		2928	2026	2026		902	2														2	2	2	2	3886.121532
0001398	1338	5		2	2	20	1	1	1	0	4	08	1	1	1		1225	2				2												2		2							2		2				1	20	2		2		2		1245	1225	1225		20	2														2	2	2	2	3886.121532
0001399	1339	5		2	2	44	1	0	0	0	0	00																																																																				2030.074732
