"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C02"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
0001400	1339	5		2	1	45	1	0	0	0	0	00																																																																				2030.074732
0001401	1339	5		2	2	10	1	1	1	0	2	03	1	1	1		0	1	1200	2		2		1	98	2		1	280	1	47	1	30	2		2							1	180	2		1	150	1	100	2		2		1	20	2105	1655	1655		450	2	2	2	2	2	2	2												2030.074732
0001402	1339	5		2	1	7	1	1	1	0	2	03	1	1	1		0	1	1200	2		2		1	98	2		1	320	1	51	1	30	2		2							1	180	2		1	150	2		2		2		2		2029	1699	1699		330	2	2	2	2	2	2	2												2030.074732
0001403	1340	5		3	1	52	1	0	0	0	0	00																																																																				4447.811308
0001404	1340	5		3	2	49	1	0	0	0	0	00																																																																				4447.811308
0001405	1340	5		3	2	16	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	450	2		2		2							1	200	2		1	70	1	30	2		1	150	1	50	950	450	450		500	2							2	2	2	2	2	2	2					4447.811308
0001406	1340	5		3	2	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	50	2		2		2							1	200	2		1	30	1	25	2		2		1	30	335	50	50		285	2	2	2	2	2	2	2												4447.811308
0001407	1340	5		3	2	12	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		1	120	1	35	1	10	2		2							1	63	2		1	80	1	40	1	100	1	120	1	35	603	165	165		438	2	2	2	2	2	2	2												4447.811308
0001408	1341	5		1	1	38	1	0	0	0	0	00																																																																				4042.638775
0001409	1341	5		1	2	36	1	1	0	1	5	11																												153			2		2				1	20	2		2		1	20	193	153		153	40																			4042.638775
0003298	1342	5		2	2	46	1	1	0	1	5	11																														240	2		2				2		2		2		2		240	240		240																				2678.394121
0003299	1342	5		2	1	15	1	1	1	1	3	04	1	1	1		0	2		2		2				2		1	135	1	45	1	30	2		2			90				1	560	2		1	32	1	50	1	200	2		1	50	1192	300	210	90	892	2	2	2	2	2	2	2												2678.394121
0000409	1343	1		3	2	42	2	1	0	1	5	11																											294			694	2		1	40			1	15	2		2		2		1043	988		988	55																			6232.43196
0000410	1343	1		3	1	41	2	1	0	1	5	11																														1950	2		2				1	15	2		2		2		1965	1950		1950	15																			6232.43196
0000411	1343	1		3	2	6	2	1	1	1	1	02	1	1	1		0	1	900	2		2		1	150	2		2		1	42	2		2		2				585			1	105	2		2		1	40	2		2		1	30	1852	1677	1092	585	175	1	2	1	2	1	2	2												6232.43196
0002335	1344	1		1	2	72	1	0	0	0	0	00																																																																				3300.075189
0002336	1344	1		1	2	24	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		2		2							1	147	1	22	2		1	52	2		2		2		221				221	2	2	2	2	2	2	2												3300.075189
0003301	1345	4		3	2	38	2	0	0	0	0	00																																																																				3616.444511
0003302	1345	4		3	2	16	2	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	500	2		2		2							1	600	1	20	1	300	1	150	2		2		1	50	1620	500	500		1120	2							2	2	2	2	2	2	2					3616.444511
0003303	1345	4		3	2	11	2	1	1	0	2	03	1	1	1		0	2		2		2		2		1	0	2		1	50	2		2		2							1	80	1	20	1	400	1	200	1	30	2		1	30	810	50	50		760	2	2	2	2	2	2	2												3616.444511
0003304	1345	4		3	2	5	1	1	1	0	1	02	1	1	1		0	1	60	2		2		2		2		2		1	50	2		2		1	1920						2		1	15	1	300	1	60	2		2		1	30	2435	2030	2030		405	2	2	2	2	2	2	2												3616.444511
0001410	1346	4		1	1	54	1	0	0	0	0	00																																																																				2843.39218
0001411	1346	4		1	2	55	1	0	0	0	0	00																																																																				2843.39218
0001412	1346	4		1	2	24	1	0	0	0	0	00																																																																				2843.39218
0001413	1346	4		1	1	22	1	1	1	0	4	08	1	1	2		1433	2				2												2		2							2		2				1	70	2		2		2		1503	1433	1433		70	2														2	2	2	2	2843.39218
0001414	1347	4		1	1	54	1	1	1	0	4	08	1	2	2		0	2				2												2		2							1	250	2				2		2		2		2		250				250	1														1	2	2	2	1733.476109
0001415	1347	4		1	2	51	1	0	0	0	0	00																																																																				1733.476109
0000419	1348	4		3	1	47	1	1	0	1	5	11																													1494		1	53	2				2		2		2		2		1547	1494		1494	53																			1743.696054
0000420	1348	4		3	2	47	1	0	0	0	0	00																																																																				1743.696054
0000421	1348	4		3	2	14	1	1	1	0	3	04	2	1	1		0	2		2		2				2		2		1	180	2		1	765	2							1	230	1	10	1	150	1	30	2		2		2		1365	945	945		420	2	2	2	2	2	2	2												1743.696054
0000422	1348	4		3	1	10	1	1	1	1	2	03	2	1	1		0	2		2		2		2		2		1	342	1	120	2		1	485	2			90				1	190	2		1	120	1	30	2		2		1	25	1402	1037	947	90	365	2	2	2	2	2	2	2												1743.696054
0002337	1349	4		1	1	53	2	1	1	1	3	04	1	1	1		0	2		2		2				1	0	1	0	2		1	23	2		2							1	69	2		1	100	1	50	2		1	200	2		442	23	23		419	2	2	2	2	2	2	2												1464.200312
0000425	1350	3		1	1	78	1	0	0	0	0	00																																																																				3316.37055
0000426	1350	3		1	2	78	1	0	0	0	0	00																																																																				3316.37055
0000427	1350	3		1	1	48	1	0	0	0	0	00																																																																				3316.37055
0000428	1350	3		1	2	45	1	0	0	0	0	00																																																																				3316.37055
0000429	1350	3		1	2	16	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	30	1	30	2		1	1620						1	230	1	20	1	50	1	80	1	160	1	1600	2		3820	1680	1680		2140	1	2	2	2	1	2	2												3316.37055
0003305	1351	3		3	1	39	1	0	0	0	0	00																																																																				4562.215709
0003306	1351	3		3	2	39	1	1	1	0	3	04	1	2	2		0	2		2		2				2		2		2		2		2		2							2		1	4	2		2		2		2		2						4	2	2	2	2	2	2	2												4562.215709
0003307	1351	3		3	2	20	1	1	0	1	5	11																													2520		1	90	2				2		2		2		2		2610	2520		2520	90																			4562.215709
0003308	1351	3		3	2	4	1	1	1	0	1	02	1	1	1		0	1	1200	2		2		1	580	2		1	100	2		2		2		2							2		2		2		2		2		2		2		1880	1880	1880			2	2	2	2	2	2	2												4562.215709
0000430	1352	4		3	2	45	1	1	0	1	5	11																															2		2				2		2		2		2																									1664.351787
0000431	1352	4		3	1	44	1	0	0	0	0	00																																																																				1664.351787
0000432	1352	4		3	2	12	1	1	1	1	2	03	1	1	1		0	1	1100	2		2		1	120	2		2		1	350	1	12	2		2			1440				1	80	1	20	1	100	1	10	2		2		2		3232	3022	1582	1440	210	1	2	2	2	1	2	2												1664.351787
0000433	1352	4		3	1	9	1	1	1	1	2	03	1	1	1		0	1	1020	2		2		1	240	2		2		1	20	1	12	2		2			1300	420			1	30	1	10	1	100	1	10	2		2		2		3162	3012	1292	1720	150	1	2	2	2	1	2	2												1664.351787
0002342	1353	4		1	1	46	1	0	0	0	0	00																																																																				2004.981691
0002343	1353	4		1	2	46	1	0	0	0	0	00																																																																				2004.981691
0002344	1353	4		1	1	13	1	1	1	1	3	04	2	1	1		0	2		2		2				1	1197	2		1	100	1	13	1	540	2			999				1	500	1	17	1	500	1	49	2		1	250	1	33	4198	2849	1850	999	1349	2	2	2	2	2	2	2												2004.981691
0000434	1354	4		1	1	57	1	0	0	0	0	00																																																																				2799.274611
0000435	1354	4		1	2	56	1	0	0	0	0	00																																																																				2799.274611
0000436	1354	4		1	1	29	1	0	0	0	0	00																																																																				2799.274611
0000437	1354	4		1	1	19	1	1	1	1	3	05	3	1	1		3690	2		2		2				1	0	2		2		2		1	52	2							1	589	1	140	1	150	1	150	2		2		2		4771	3742	3742		1029	1							1	2	2	2	2	2	2					2799.274611
0002346	1355	4		2	1	50	1	0	0	0	0	00																																																																				1749.595498
0002347	1355	4		2	2	48	1	0	0	0	0	00																																																																				1749.595498
0002348	1355	4		2	1	18	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	41	1	23	2		1	640						1	51	2		2		1	41	2		2		2		796	704	704		92	2	2	2	2	2	2	2												1749.595498
0002349	1355	4		2	2	13	1	1	1	0	3	04	1	1	1		0	2		2		2				1	0	2		2		1	16	2		1	720						1	0	1	37	2		1	30	2		2		2		803	736	736		67	2	2	2	2	2	2	2												1749.595498
0002350	1356	4		2	2	50	1	0	0	0	0	00																																																																				1071.101678
0002351	1356	4		2	1	9	1	1	1	1	2	03	2	1	1		0	1	800	2		2		2		2		2		2		2		1	3200	2				240			1	250	2		1	100	2		2		2		2		4590	4240	4000	240	350	2	2	2	2	2	2	2												1071.101678
0002352	1356	4		2	2	11	1	1	1	0	2	03	2	1	1		0	1	800	2		2		2		2		2		2		2		1	3200	2							1	250	2		1	100	2		2		2		2		4350	4000	4000		350	2	2	2	2	2	2	2												1071.101678
0001431	1357	4		2	2	48	1	1	0	1	5	11																														115	2		2				2		2		2		2		115	115		115																				2229.183842
0001432	1357	4		2	1	15	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	60	2		2		2							1	65	1	54	2		1	125	2		2		2		304	60	60		244	2	2	2	2	2	2	2												2229.183842
0001433	1357	4		2	1	49	1	0	0	0	0	00																																																																				2229.183842
0002353	1358	4		3	1	32	2	1	0	1	5	11																														0	2		2				2		2		2		2																									7851.49057
0002354	1358	4		3	1	52	2	1	0	1	5	11																															1	0	1	79			1	82	2		2		2		161				161																			7851.49057
0002355	1358	4		3	1	26	2	1	0	1	5	11																														0	2		2				2		2		2		2																									7851.49057
0003309	1359	5		1	2	57	1	0	0	0	0	00																																																																				2205.921365
0003310	1359	5		1	1	24	1	1	1	0	4	08	1	2	2		160	2				2												2		2							2		2				2		2		2		2		160	160	160			1														2	2	2	1	2205.921365
0003311	1359	5		1	1	59	1	0	0	0	0	00																																																																				2205.921365
0005121	1360	5		2	1	59	1	0	0	0	0	00																																																																				2942.906939
0005122	1360	5		2	2	52	1	0	0	0	0	00																																																																				2942.906939
0005123	1360	5		2	1	23	1	1	1	0	4	08	1	1	1		1991	1	560			2												2		2							2		2				2		2		2		2		2551	2551	2551			2														2	2	2	2	2942.906939
0005124	1360	5		2	1	17	1	1	1	0	3	05	3	1	1		4000	2		2		2				2		2		2		2		2		2							1	374	1	46	2		1	73	2		2		2		4493	4000	4000		493	1							2	2	2	2	2	2	1					2942.906939
0003312	1361	5		2	1	64	1	1	1	0	4	08	1	1	1		250	2				2												2		2							2		2				2		2		2		2		250	250	250			2														2	2	2	2	2524.281916
0003313	1361	5		2	1	31	1	1	1	0	4	08	1	2	1		400	2				2												2		2							2		2				2		2		2		2		400	400	400			2														2	2	2	2	2524.281916
0003314	1361	5		2	2	57	1	0	0	0	0	00																																																																				2524.281916
0000446	1362	5		1	1	62	1	0	0	0	0	00																																																																				4177.170556
0000447	1362	5		1	2	35	3	0	0	0	0	00																																																																				4177.170556
0000448	1362	5		1	2	15	3	1	1	1	3	04	1	1	1		0	2		2		2				2		2		2		2		2		1	240			160		600	1	350	2		1	60	2		1	30	2		2		1440	1000	240	760	440	2	2	2	2	2	2	2												4177.170556
0000029	1363	5		1	1	41	1	0	0	0	0	00																																																																				4496.986891
0000030	1363	5		1	2	40	1	0	0	0	0	00																																																																				4496.986891
0000031	1363	5		1	2	6	1	1	1	0	1	02	3	1	1		9830	1	2000	1	1100	2		2		2		1	500	1	98	2		2		2							2		2		1	300	2		2		2		2		13828	13528	13528		300	2	2	2	2	2	2	2												4496.986891
0000449	1364	5		1	2	62	1	0	0	0	0	00																																																																				4414.970664
0000450	1364	5		1	1	60	1	0	0	0	0	00																																																																				4414.970664
0000451	1364	5		1	2	27	1	1	0	1	5	11																													2500		2		1	300			2		2		2		2		2800	2500		2500	300																			4414.970664
0000452	1365	5		2	2	50	1	0	0	0	0	00																																																																				3369.831326
0000453	1365	5		2	1	51	1	0	0	0	0	00																																																																				3369.831326
0000454	1365	5		2	1	21	1	1	0	1	5	11																											4000				2		1	60			2		1	200	1	100	2		4360	4000		4000	360																			3369.831326
0000455	1365	5		2	1	18	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		2		2		2		2							1	220	1	30	2		1	50	2		1	200	2		500				500	1							1	2	2	2	2	2	2					3369.831326
0000456	1366	5		3	1	60	1	0	0	0	0	00																																																																				10660.306341
0000457	1366	5		3	2	61	1	0	0	0	0	00																																																																				10660.306341
0000458	1366	5		3	2	30	1	1	1	0	4	08	1	1	1		3236	2				2												2		2							2		1	238			1	9	2		2		2		3483	3236	3236		247	2														2	2	2	2	10660.306341
0000459	1366	5		3	1	25	1	1	1	0	4	08	1	1	1		1972	2				2												2		2							1	83	1	37			1	27	2		2		2		2119	1972	1972		147	1														1	2	2	2	10660.306341
0000460	1366	5		3	2	23	1	1	1	0	4	08	1	1	1		600	2				2												2		2							1	324	1	56			1	161	2		2		2		1141	600	600		541	1														1	2	2	2	10660.306341
0007992	1367	5		4	1	47	2	0	0	0	0	00																																																																				14594.179308
0007993	1367	5		4	2	39	2	0	0	0	0	00																																																																				14594.179308
0007994	1367	5		4	1	19	1	0	0	0	0	00																																																																				14594.179308
0007995	1367	5		4	2	18	1	1	1	0	4	09	1	1	2		0	2				2												2		2							2		1	50			1	100	2		2		2		150				150	1														1	2	2	2	14594.179308
0007996	1367	5		4	1	11	2	1	1	0	2	03	1	1	1		0	1	0	2		2		2		1	0	2		1	50	2		2		2							1	40	1	50	2		1	40	2		2		2		180	50	50		130	1	2	1	2	1	2	2												14594.179308
0007997	1367	5		4	1	10	2	1	1	0	2	03	1	1	1		0	1	0	2		2		2		1	0	2		1	70	2		2		2							1	40	1	30	1	40	1	30	2		2		2		210	70	70		140	1	2	1	2	1	2	2												14594.179308
0007998	1367	5		4	1	5	2	1	1	0	1	02	1	1	1		0	1	0	2		2		2		2		2		1	70	2		2		2							1	40	2		1	40	2		2		2		2		150	70	70		80	1	2	1	2	1	2	2												14594.179308
0001441	1368	5		2	2	42	1	0	0	0	0	00																																																																				3122.183424
0001442	1368	5		2	1	42	1	0	0	0	0	00																																																																				3122.183424
0001443	1368	5		2	1	6	1	1	1	1	1	02	1	1	1		0	1	1050	2		2		1	0	2		1	570	1	60	1	25	1	40	2			230				1	20	1	7	1	150	1	40	2		2		2		2192	1975	1745	230	217	2	2	2	2	2	2	2												3122.183424
0001444	1368	5		2	1	2	1	1	1	0	1	01	1	1	1		0	1	960	2		2		1	230	2		2		1	20	2		2		2							1	40	1	3	1	35	1	40	2		2		2		1328	1210	1210		118	2	2	2	2	2	2	2												3122.183424
0002366	1369	5		2	1	50	1	0	0	0	0	00																																																																				2313.538451
0002367	1369	5		2	2	47	1	0	0	0	0	00																																																																				2313.538451
0004187	1369	5		2	2	15	1	1	1	0	3	04	2	1	1		550	2		2		2				2		2		2		1	12	1	517	2							1	100	2		1	100	2		2		2		2		1279	1079	1079		200	2	2	2	2	2	2	2												2313.538451
0004188	1369	5		2	2	11	1	1	1	0	2	03	2	1	1		0	2		2		2		2		2		2		1	642	1	13	1	607	2							1	407	2		1	79	2		2		2		1	29	1777	1262	1262		515	2	2	2	2	2	2	2												2313.538451
0003318	1370	5		1	1	54	1	0	0	0	0	00																																																																				4363.197961
0003319	1370	5		1	2	39	1	0	0	0	0	00																																																																				4363.197961
0003320	1370	5		1	1	20	1	1	0	1	5	11																													600		1	50	2				2		2		1	500	2		1150	600		600	550																			4363.197961
0002368	1371	5		1	2	61	1	1	1	0	4	08	1	2	1		110	2				2												2		2							1	23	2				2		2		2		2		133	110	110		23	2														2	2	2	2	1168.95758
0001445	1372	5		1	1	46	1	1	0	1	5	11																														0	2		2				2		2		2		2																									2224.424555
0003321	1373	5		1	2	38	1	1	1	0	4	08	3	2	4		300	2				2												2		2							2		2				1	20	2		2		2		320	300	300		20	2														2	2	2	2	3779.513427
0000463	1374	5		1	1	56	1	0	0	0	0	00																																																																				5471.75044
0000464	1374	5		1	2	57	1	0	0	0	0	00																																																																				5471.75044
0000465	1374	5		1	2	26	1	1	1	1	4	08	3	1	1		1600	2				2												2		2					1600		1	183	1	30			1	60	2		2		2		3473	3200	1600	1600	273	1														2	1	2	2	5471.75044
0000466	1375	5		1	1	51	1	0	0	0	0	00																																																																				3036.163988
0000467	1375	5		1	2	47	2	0	0	0	0	00																																																																				3036.163988
0000468	1375	5		1	2	11	3	1	1	1	2	03	1	1	1		0	1	880	2		2		2		2		1	18	1	40	1	15	2		2			765	315			1	30	1	20	2		1	50	2		1	450	2		2583	2033	953	1080	550	2	2	2	2	2	2	2												3036.163988
0004189	1376	5		2	1	50	3	0	0	0	0	00																																																																				3282.995867
0004190	1376	5		2	2	52	3	0	0	0	0	00																																																																				3282.995867
